본문,산업
"국토교통부는 평택~시흥 고속도로 확장 민간투자사업 우선협상대상자로 키움투자자산운용컨소시엄(가칭 평택시흥확장고속도로 주식회사)을 선정했다고 18일 밝혔다.  이 사업은 올해 7월 제3자 제안공고를 통해 사업자 모집이 진행됐다. 이 사업을 최초로 제안한 금호건설이 포함된 키움투자자산운용컨소시엄이 단독으로 입찰했다.  제안서 접수 이후 각 분야 전문가로 구성된 평가단이 이달 16~17일 사업계획의 적정성과 타당성 등을 중심으로 종합 평가를 진행했다. 국토부와 컨소시엄은 내년 초부터 사업 추진을 위한 세부 조건 협상에 착수할 예정이다.  협상이 마무리되면 2028년 착공한다. 2033년 개통을 목표로 본격적인 사업이 추진된다.  평택~시흥 민자고속도로 확장이 완료되면 수도권 서남부 지역의 교통 정체와 인근 지역 개발로 늘어나는 교통 수요 및 인천항·평택당진항의 산업 물동량 변화에도 대응할 수 있을 것으로 보인다.  이우제 국토부 도로국장은 ""민자고속도로 정체 및 노후화에 선제적으로 대응하기 위해 이 사업뿐만 아니라 앞으로 다양한 개량·확장 민자사업이 발굴되고 추진될 수 있도록 노력하겠다""고 말했다.",건설
"삼성물산 건설부문(이하 삼성물산)이 호주에서 4700억원 규모의 고압직류 송전 설비(HVDC) 프로젝트를 수주했다. 이로써 삼성물산은 올해 호주 에너지 시장에서 1조원 수주액을 달성했다.  삼성물산은 호주 연방정부와 빅토리아·타즈매니아 주정부가 설립한 마리너스링크 (Marinus Link Pty Ltd)가 발주한 마리너스링크 HVDC 프로젝트 계약을 체결했다고 18일 밝혔다.  이번 프로젝트는 호주 빅토리아주 헤이즐우드 지역과 타즈매니아주 헤이브릿지 지역을 연결하는 지중 90km·해저 255km 길이, 750MW 규모의 초고압직류 송전 설비를 설계·조달·시공(EPC)하는 사업이다. 마리너스링크 HVDC 사업을 통해 풍부한 신재생 에너지를 보유한 타즈매니아주와 빅토리아주를 포함한 본토 지역 간 에너지 손실을 최소화하면서도 양방향으로 안정적인 송전이 가능하게 된다. 삼성물산은 현지 인프라 전문 건설사(DTI)와 조인트벤처(JV)를 구성해 지중 케이블 설치를 위한 토목공사와 변환소 공사 패키지를 수주했다. 총 9400억에 달하는 공사비 중 삼성물산 지분은 50%인 약 4700억원 규모다.  삼성물산은 사업 초기 단계부터 시공자가 설계에 참여하는 ECI 과정에서 최적화된 설계안과 아랍에미리트(UAE) HVDC 사업으로 쌓은 수행 역량을 제시해 발주처의 높은 평가를 받았다.  김성준 삼성물산 ES영업본부장(부사장)은 ""이번 마리너스링크 HVDC 프로젝트는 호주 시장에서 삼성물산의 기술력과 프로젝트 수행 역량을 인정받은 성과""라며 ""앞으로도 호주를 비롯한 글로벌 에너지 시장에서 사업 영역을 지속 확대해 나가겠다""고 말했다.  한편 삼성물산은 올해 7월 약 2000억원 규모의 호주 빅토리아주 나와레(Gnarwarre) 에너지 저장장치(BESS) 사업을 수주하는 등 올해에만 호주 에너지 시장에서 1조원의 수주를 달성했다. 삼성물산은 2023년 멜버른 재생에너지 허브(MREH) 프로젝트를 시작으로 호주 에너지 시장에 진출, 현재까지 2.9GWh 규모의 에너지 저장장치 사업을 수행 중이다.",건설
"앞으로 원청업체 승인 없이도 하청업체가 발주처로부터 공사대금을 지급받을 수 있게 된다. 건설 근로자 임금, 자재장비비는 근로자와 업자에게 직접 지급된다. 건설공사 하도급 대금이 제때 지급되지 않아 발생하는 중소·하도급 건설업체의 경영 부담 및 건설 근로자 임금 지급지연·체불을 해소하기 위한 조치다.  국토교통부는 이같은 내용의 건설산업기본법 시행규칙 개정안을 입법예고한다고 18일 밝혔다. 입법예고 기간은 19일부터 다음달 28일까지다.  개정안은 발주자가 지급한 공사대금이 지급되는 과정에서 원수급인의 승인 절차를 삭제한다  현행 규정에 따르면 발주자가 공사대금을 원수급인에게 지급할 경우 원수급인은 하수급인이 하도급대금을 적절하게 청구했는지 확인하고 대금을 지급해야 한다.  이 과정에서 원수급인이 검토 절차를 이유로 하도급대금 지급 승인을 지연하는 사례가 종종 발생했다.  근로자 임금·자재장비비를 직접 지급하는 방안도 담겼다. 발주자가 지급한 공사대금 중 근로자 임금, 자재장비비는 하수급인 건설사를 거치지 않고 개별 근로자 및 자재장비업자에게 직접 지급된다.  이에 따라 원수급인이나 하수급인의 자금 사정, 계좌 동결 등으로 발생하던 임금·대금 체불을 차단할 수 있을 것으로 국토부는 기대하고 있다.  한편 조달청은 개정 절차가 진행되는 동안 현재 공공 발주 건설공사의 99%에 적용 중인 '하도급지킴이' 시스템을 개선하고 내년 3월 30일부터는 개정된 규정에 따라 공사대금이 지급될 수 있도록 할 계획이다.  조숙현 국토부 건설현장준법감시팀장은 ""공사대금 체불 방지 및 건설현장 투명화 등 전자대금지급시스템이 도입된 취지가 제대로 실현될 수 있도록 관련 제도를 지속적으로 정비해 나갈 계획""이라고 밝혔다.",건설
"국토교통부가 18일 오전 '모듈러 건축 활성화 지원에 관한 특별법' 제정안 의견 수렴을 위한 공청회를 연다고 밝혔다.  모듈러 건축 공법은 건축물의 주요 구조부를 공장 등 현장 외의 장소에서 사전 제작하고 현장에서는 조립만으로 건축물을 완성하는 건설 신기술이다.  기존 건설 공법 대비 20~30% 가량 공기단축이 가능하고 안전사고 방지에 유리한 등 다양한 장점이 있다. 그러나 현재는 모듈러 특징과 맞지 않는 현장공사 중심의 건설기준 및 규제로 활성화가 저조한 상황이다.  국토부는 모듈러 특별법을 통해 맞춤형 법령 체계를 마련하고 각종 규제특례와 인센티브를 지원하여 모듈러 산업을 육성할 계획이다.  먼저 미비했던 모듈러 관련 법령상 정의를 규정하고 모듈러 건축 활성화 기본계획(5년) 및 시행계획(1년)의 수립과 중요사항의 의결을 위한 모듈러 건축 심의위원회의 설치·운영에 관한 근거를 마련한다.  또 설계·시공·감리·품셈 등 건설 공사의 전 과정에 걸쳐 현장공사와 구분되는 모듈러 맞춤형 표준 기준을 수립하고 이를 공공부문부터 우선 적용할 수 있도록 권장한다.  국토부장관이 '모듈러 건축 진흥구역'을 지정할 수 있도록 하고 진흥구역을 대상으로 기반시설 조성이나 실증사업 추진 등을 지원할 수 있도록 한다.  건축용 모듈을 제작하는 공장의 제조시스템과 품질관리 역량을 평가하는 '모듈러 생산인증제도'를 도입한다. 향후 일정 규모 이상 공공건축물 공사에는 인증모듈만을 사용하도록 의무화할 계획이다.  생산인증 모듈을 사용한 건축물에 대한 '모듈러 건축인증제도'도 운영한다. 일정 등급 이상을 달성한 모듈러 건축물에 대해서는 각종 인센티브와 규제 특례를 적용한다.  특별법은 공청회에서 제기된 의견들을 종합적으로 검토한 후 신속히 입법 논의 절차가 진행될 수 있도록 할 계획이다.  김규철 국토부 주택토지실장은 ""특별법 제정이 그동안 모듈러 건축의 활성화를 어렵게 해왔던 여러 가지 애로요인을 획기적으로 해결하는 계기가 될 것""이라며 ""하루 빨리 특별법 제정이 이루어질 수 있도록 최선을 다하겠다""고 밝혔다.",건설
"[이 기사에 나온 스타트업에 대한 보다 다양한 기업정보는 유니콘팩토리 빅데이터 플랫폼 '데이터랩'에서 볼 수 있습니다.]  ""일본의 건설 산업은 구조와 언어, 기술 기준, 산업 네트워크까지 모두 폐쇄적으로 얽혀 있어 외국 기업이 단독으로 진입하기에는 사실상 불가능에 가까운 시장이었다.""  박종은 창소프트아이앤아이 부대표 겸 COO(최고운영책임자)는 지난 2년 간 일본 시장을 직접 발로 뛰며 이러한 장벽을 하나씩 확인하고, 동시에 이를 넘기 위한 현실적인 해법을 모색해 왔다. 그가 일본을 오가며 쌓은 해외 진출 기록은, 한국 B2B(기업 간 거래) 소프트웨어(SW) 기업이 어떻게 글로벌 시장을 공략해야 하는지를 입체적으로 보여주는 사례로 꼽힌다.  2008년 설립된 창소프트아이앤아이는 건축 BIM(Building Information Modeling) 전문기업이다. BIM은 3차원(3D) 모델에 설계·시공·유지관리 정보를 결합해 건설 전 과정의 데이터를 통합적으로 생산·관리·활용하는 기술을 뜻한다.  창소프트아이앤아이의 솔루션은 평면 건축 도면을 인식해 3D 구조 골조를 자동으로 생성하고, 배근 상세는 물론 철근 이음과 정착 로직까지 반영해 철근·콘크리트·거푸집 물량을 정밀하게 산출할 수 있다. 이러한 기술력을 바탕으로 국내 상위 30대 종합건설사 가운데 약 70%가 해당 솔루션을 도입하며 시장에서 입지를 구축했다. 다만 장기화된 건설경기 침체로 성장 속도는 점차 둔화됐다. 국내 건설사 수는 많지만 고도화된 건축 SW를 실제로 도입할 수 있는 수요는 대형사 중심으로 제한돼 있다는 점도 한계로 작용했다.  이에 박종은 부대표는 해외로 눈을 돌렸다. 첫 개척지로 도심재생사업이 한창인 일본을 택했고, 현지 기업과 조인트벤처(JV·합작회사)를 설립하는 방식으로 시장을 공략하기로 했다.    일본 건설산업의 높은 진입 장벽  박 부대표는 2023년 1월부터 약 6개월간 틈 날 때마다 일본을 오가며 현지 시장을 직접 탐색했다. 건설사와 설계사, 엔지니어링 회사 등 10여곳을 찾아가 기술을 소개하고 시장 반응을 꼼꼼히 살폈다. 일본은 장인정신과 함께 무결점을 중시하는 문화가 강해 기존 업무 방식을 대체하는 외국산 SW가 뿌리내리기 쉽지 않은 시장이다. 그럼에도 박 부대표의 집요한 접근과 현장 중심 소통으로 조금씩 문이 열렸다.  그 과정에서 도쿄공업대학에서 창업한 벤처기업 BSI를 알게 됐고 2023년 6월 지분 5대 5의 조인트벤처(JV) 'BnB솔루션'을 설립했다. JV 설립에는 과학기술정보통신부와 정보통신산업진흥원(NIPA), 글로벌디지털혁신네트워크(GDIN)가 공동 추진하는 'D.N.A. 융합 제품·서비스 해외진출 지원사업'이 큰 도움이 됐다. 해당 사업은 해외진출을 희망하는 기업을 대상으로 JV 설립에 필요한 법률·특허(IP)·회계·세무 자문은 물론 현지 마케팅과 활동비까지 패키지로 지원하는 프로그램이다.    ""그대로 가져가선 안 됐다""… 일본 기준에 맞춘 1년의 재개발  그런데 시작부터 난관에 봉착했다. 창소프트아이앤아이의 기술을 일본에서 쓸 수 없었다. 박 부대표는 ""한국과 일본은 건축 기준은 겉으로 봐선 유사하나 구조 설계 방식, 용어, 관행 등에서 상당한 차이가 있었다""며 ""한국 건설 기준에 맞춰 개발한 솔루션이었기에 일본에 그대로 가져갈 수 없었다""고 회상했다.  이에 솔루션을 10단계로 나눠 하나씩 수정해 나갔다. 구조 기준, 표현 방식, 출력 형식까지 세세한 부분을 조정하는 작업이 1년 가까이 이어졌다. 그 결과 지난해 7월, 일본 현지 시장에 맞춘 솔루션이 완성됐다.  특히 일본 현장에서는 구조 설계 이후 철근 배치 과정에서 발생하는 '철근 간섭' 문제가 대표적인 비효율로 꼽혔다. 설계도대로 시공해도 철근이 서로 충돌하거나 돌출되는 사례가 빈번해 이를 사람이 일일이 수작업으로 수정해야 했다. 많은 시간과 인력이 투입되는 구조적 한계가 현장의 부담으로 작용해 왔다.  창소프트아이앤아이는 이러한 문제까지 집요하게 파고들었다. 철근 간섭을 자동으로 검출하고 문제 지점을 시각적으로 표시하는 기능을 새롭게 추가하자 일본 현지 기업들의 문의가 쏟아졌다. 박 부대표는 ""간섭 발생 위치, 층수를 즉시 확인할 수 있도록 한 것인데 글로벌 시장에서도 아직 찾아보기 힘든 기술""이라고 강조했다.    내년 3월까지 12곳 일본 고객사 확보 기대…글로벌 확장  창소프트아이앤아이는 이미 일본 기업 2곳에서 솔루션 구매 요청을 받은 상태다. 내년 3월까지 약 10개 건설사를 고객사로 추가 확보할 수 있을 것으로 기대했다. 이를 바탕으로 내년 일본시장에서만 10억원 이상의 매출을 올릴 것으로 예상했다. 박 부대표는 ""만약 우리가 직접 마케팅과 영업을 맡았다면 현지 네트워크와 시장의 중심부까지는 들어가기 어려웠을 것""이라며 JV 전략의 중요성을 강조했다.  JV 전략을 통해 본격적인 매출 성과를 내기 시작한 창소프트아이앤아이는 최근 베트남 시장 진출에도 성공했다. 내년부터는 스페인을 거점으로 유럽과 중남미 지역까지 JV 설립을 확대할 계획이다. 그는 ""전세계에서 널리 쓰이는 한국의 대표 건축 소프트웨어로 만들 것""이라고 말했다.  [머니투데이 스타트업 미디어 플랫폼 '유니콘팩토리']",건설
"올해 전국 입주 아파트 10가구 중 1가구는 GS건설의 주택브랜드 '자이'(Xi)였다.  GS건설은 자이의 올해 입주물량이 2만8669가구로 집계됐다고 17일 밝혔다. 이는 전국 입주물량 27만8000여가구(부동산R114 기준)의 10%에 달하는 규모로 10대 건설사 중 가장 많은 물량이다. 자이는 부동산R114가 발표한 '2025 베스트 아파트 브랜드' 조사에서 종합 1위를 차지했다.  지난 6월 입주를 시작한 서울 서초구 잠원동 '메이플자이'는 지역을 대표하는 대장단지로 자리매김했다는 평가를 받는다.  국토교통부 실거래가 공개시스템에 따르면 '메이플자이'는 올해 7월 전용면적 135㎡ 입주권이 71억원에 거래되며 재건축·재개발을 앞둔 단지를 제외하고 잠원동 최고가를 기록했다. 전용 84㎡ 입주권 역시 56억5000만원에 손바뀜됐다.  올해 입주한 광명시 철산동 '철산자이 더 헤리티지' 전용 114㎡ 입주권은 지난 9월 19억원에 거래되며 철산동 최고가를 기록했다. 자이는 △한국토지주택공사(LH) 품질시험에서 중량·경량 충격음 모두 1등급 성능을 획득한 층간소음 저감 바닥구조 △공간과 조명이 일체화된 시스템 △브랜드 아이덴티티를 청각영역으로 확장한 '자이 사운드스케이프' 등 차별화한 기술을 주거에 적용한다.  사후관리 면에서 자이는 '디어 자이안'(Dear. Xian) 캠페인을 통해 입주 1~2년차 단지를 대상으로 조경, 커뮤니티시설, 주차장 등 공용부를 선제적으로 점검하고 필요시 보수를 진행하는 '먼저보고 새로고침' 서비스를 운영한다.",건설
"중국의 주택 신규착공이 판매되는 물량의 절반 가까운 비중으로 추락했다. 과거 금융위기와 부동산시장 조정기보다 낮은 수준으로 중국에선 '지어도 돈이 안된다'는 건설사들의 판단이 구조화됐다는 분석이 나온다.  근본적으로 미래소득이 더이상 늘지 않을 것이란 국민심리가 고착돼 주택이 안 팔리고 건설도 얼어붙는 악순환이 이어진다는 게 전문가들의 지적이다.  17일 중국 경제매체 차이신은 최근 국가통계국이 발표한 1~11월 전국 주택 신규착공 면적과 신규주택 판매면적을 분석, 신규착공 규모가 동기 판매면적의 59.5%에 불과했다고 보도했다. 이는 중국 주택시장의 출발점으로 통하는 2003년 이래 가장 낮은 비중이다. 차이신은 이 비율이 50%대에 접어든 것은 '건설광풍' 시대의 종식이자 부동산시장의 심층 조정국면 진입을 뜻한다고 평가했다.  부동산 개발사의 기대구조가 사실상 붕괴했다는 뜻이다. 개발사가 착공을 결정하는 근거인 △미래 부동산가격 상승 △금융레버리지 △선판매 회전율 모두가 얼어붙은 셈이다. 그나마 현재 판매되는 물량의 상당부분도 재고할인, 기존 프로젝트 소진에 따른 것으로 분석된다. 중국의 판매·착공비율은 2003년부터 2014년까지 평균적으로 110% 이상을 유지했다. 과열조짐과 함께 주택재고가 쌓이자 중국 당국은 재고해소 정책을 내놓아 2015~2017년 판매·착공비율이 84%대까지 하락했다. 재고가 소진되자 2018~2020년 3년 연속 판매·착공비율은 다시 100%를 넘어섰다.  본격적인 추락은 2022년 76.9%를 기록하며 시작됐다. 이후 2023년 73.1%, 2024년 65.9%로 내려갔고 올해 50%대에 진입했다.  설상가상 재고물량도 많아 부동산시장 조정이 더 심화할 수 있다는 지적이 나온다. 상하이 이쥐부동산연구원에 따르면 지난 11월 기준 전국 100개 도시의 신축 상품주택 소진기간은 27.4개월로 적정범위인 12~14개월을 크게 웃돌았다. 그만큼 재고가 쌓여 있다는 뜻이다. 딩쭈위 커얼루이그룹 회장은 ""현재 부동산시장은 재고를 소화하고 가격에 대한 신뢰를 재구축하는 핵심국면에 있다""고 말했다.  일각에선 국민들의 소득기대 둔화가 이같은 중국 부동산시장 추락의 근본원인이란 지적도 나온다. 국신증권은 보고서를 통해 각종 부양책에도 부동산시장이 침체를 면치 못하는 것은 소득증가 속도가 떨어져 집값을 감당하지 못할 것이란 우려가 국민 사이에 광범위하게 퍼졌기 때문이라고 분석했다.  기대소득이 낮더라도 한국처럼 토지부족, 인허가 지연, 재건축 규제 등 원인이 있다면 '소득은 오르지 않더라도 집은 더 귀해진다'는 심리가 형성돼 '묻지마 사자' 분위기가 만들어질 수 있지만 중국은 그렇지 않다.  이와 관련, 시진핑 국가주석은 전날(16일) 공산당 중앙위원회 정책이론지 '치우스'에 게재한 글을 통해 국민소득이 안정돼야 미래에 대한 걱정 없이 소비할 수 있다며 △고용촉진 △사회보장제도 개선 △소득분배 구조 최적화 △중산층 확대 등의 추진이 필요하다고 강조했다.",건설
"LG에너지솔루션이 9조6000억원 규모 배터리 공급 계약 해지 소식에 급락했다. 이를 포함한 이차전지 종목들은 약세를 보였다. 미국과 유럽연합(EU) 등 주요 시장에서 전기차 정책 기조가 바뀌면서 수요 둔화 장기화 우려가 투자심리에 악영향을 미친 것으로 보인다.  18일 한국거래소에 따르면 LG에너지솔루션은 전일대비 3만7000원(8.90%) 내린 37만8500원에 정규장 거래를 마쳤다.  LG에너지솔루션은 지난 10월 29일 장중 52만7000원으로 52주 신고가를 경신했다. 하지만 이후 전기차 수요 둔화 우려가 불거지면서 주가는 등락을 반복하며 우하향했다. 이날은 38만원선까지 붕괴됐다.  여타 2차전지 관련주들도 지지부진한 흐름을 보이고 있다. 코스피에서는 LG화학(-8.52%), 엘앤에프(-8.52%), 포스코퓨처엠(-7.13%), 에코프로머티(-6.35%) 등이 급락했고, 코스닥에서는 에코프로비엠(-7.0%), 에코프로(-4.74%) 등이 하락했다.  이차전지 ETF(상장지수펀드)도 대부분 내렸다. 'TIGER 이차전지테마'(-6.09%), 'KODEX 이차전지핵심소재10'(-6.35%), 'RISE 이차전지TOP10'(-5.93%) 'BNK 이차전지양극재'(-6.30%) 등이 하락 마감했다. 이차전지를 담은 일부 레버리지 상품은 전일 대비 최대 12% 넘게 내렸다.  지난 10월 주가가 크게 오르면서 2차전지 주도주로 부각됐던 LG에너지솔루션은 전일 포드와의 전기차 배터리 공급 계약이 해지됐다고 공시하면서 그간 상승분을 반납했다. 해당 계약은 지난해 10월 맺은 것으로 단기 주가 상승 모멘텀으로 작용하고 있었다. 계약 내용은 크게 2027년부터 2032년까지 6년간 75기가와트시(GWh) 배터리 공급, 내년부터 2030년까지 5년간 34GWh 배터리 공급 등 두건이었는데, 이중 75기가와트시 계약 건이 해지됐다.  계약이 해지된 배경은 미국 도널드 트럼프 행정부가 전기차 구매에 적용되던 세액 공제 혜택을 없앤 게 영향을 미친 것으로 보인다. 포드는 수익성이 좋은 하이브리드 차량과 내연기관 차량에 집중하는 방향으로 전략을 수정한 상태다.  이밖에 유럽 친환경차 정책 변화에 대한 소식이 이차전지 관련주 전반에 악재로 작용하고 있다. EU는 '2035년부터 내연기관 차량 판매 금지' 방침을 철회할 것으로 현지 언론은 최근 보도했다. 유럽 자동차업체들이 경쟁력 있는 내연기관차를 계속 생산하는 가운데 가격 경쟁력 높은 중국 전기차가 국내 시장에 밀려들어 온다면 국내 브랜드들은 당분간 영업 위축을 겪게 될 것이란 전망이 지배적이다.  다만 리튬 가격이 오르고 있어 국내 기업들의 수익성과 주가 변동성 등 현재 상황이 이어질지는 지켜봐야한다.  리튬가격은 지난 17일 ㎏당 전월 평균 대비 9.60위안(11.24%) 오른 95.00위안으로 마감했다. 금융투자업계에서는 중국 장거광업이 칭하이성의 한 광산에서 지방정부 지시에 따라 리튬생산을 중단했고 공급과잉 상황이 한풀 꺾이면서 리튬값이 상승했다는 분석이 나온다.  조현렬 삼성증권 연구원은 이날 보고서를 통해 ""LG에너지솔루션과 관련해 이번에 해지된 계약 건은 지난 18개월간 수주한 6건 중 가장 큰 규모로 2027년 이후 매출 전망치 하향이 불가피하다""며 ""이런 판매량 상황은 리튬 가격과는 별도의 영역으로 판단된다""고 말했다.",자동차
"자율주행 및 커넥티드카 보안 솔루션 기업 새솔테크(대표 한준혁)가 2026년 1월 미국 라스베이거스에서 열리는 '국제전자제품박람회(CES 2026)'에서 도로 취약층을 보호하는 차세대 V2X(차량 사물 통신) 보안 기술을 선보인다고 18일 밝혔다.  새솔테크는 2026년 1월6일부터 9일까지 열리는 CES 2026의 스타트업 전시관 '유레카파크(Eureka Park)'에서 도로 취약층(VRU) 보호를 위한 V2X 보안 솔루션 'S2X VRU Client(클라이언트)'를 최초 공개할 예정이다.  CES는 모바일월드콩그래스(MWC), 베를린 국제가전박람회(IFA)와 함께 세계 3대 IT·전자 전시회로 꼽히는 행사다. 2025년 기준 158개국 4500여 개 기업이 참가했으며 14만 명 이상이 방문했다.  회사에 따르면 최근 보행자 및 개인형 이동수단(PM) 이용자 관련 교통사고가 증가하면서 자율주행 환경에서 VRU 보호는 핵심 과제로 부상하고 있다. 차량 탑승자와 달리 물리적 보호 장치가 없는 VRU는 충돌 시 중상 위험이 커서 실시간 보안 인증 및 통신 체계가 중요하다는 설명이다.  'S2X VRU 클라이언트'는 이 같은 문제를 보완하기 위해 개발된 심리스(Seamless) 하이브리드 V2X 보안 플랫폼이다. 차량, 스마트폰, 웨어러블 등의 디바이스에 탑재할 수 있다. 또한 익명 인증서를 통한 개인정보 보호, 고속 서명·검증 기반의 실시간 통신 안정성, 국제 표준 기반 상호운용성을 갖췄다. 이를 통해 차량과 VRU 간 상호 소통을 지원한다.  한준혁 새솔테크 대표는 ""CES 2026은 도로 안전과 보안을 위한 새솔테크의 비전을 글로벌 시장에 제시하는 자리가 될 것""이라며 ""'S2X VRU 클라이언트'로 사람 중심의 안전한 이동 환경을 조성하겠다""고 말했다.  새솔테크는 차량-사물(V2X), 차량-네트워크(V2N) 등 모빌리티 통신 전반을 아우르는 통합 보안 솔루션 'S2X'를 제공 중인 업체다. 'S2X'는 △차량용 보안 클라이언트 'S2X 클라이언트' △서버 인증 시스템 'S2X PKI' △보안 인증 서버 'S2X CMS' 등으로 구성돼 있다.  한편 새솔테크는 최근 710만달러(약 110억원) 규모의 시리즈B 투자 유치를 마쳤다. 이를 기반으로 북미 시장 확대와 글로벌 파트너십을 강화하고 있다. 현재 미국 연방정부가 추진 중인 V2X 구축 프로젝트에 'S2X CMS'를 공급하는 계약도 완료했다.",자동차
"아산시 강소형 스마트시티 조성사업의 핵심 과제 중 하나인 무인순찰로봇 구축 사업이 완료됐다. 이 사업은 호서대학교 산학협력단이 발주하고 로봇·AI(인공지능) 전문기업 팀그릿(TeamGRIT)이 수행한 프로젝트다. 양측은 이번 실증 성과를 바탕으로 로봇 무인순찰 서비스의 지속 운영과 사업화를 위한 업무협약(MOU)도 체결했다.  이번 사업은 아산시 스마트시티 실증 환경에서 사족보행 무인순찰로봇과 통합 관제 시스템을 연계, 실내외 자율 순찰 체계를 구축하는 데 초점을 맞췄다. 팀그릿은 'Unitree(유니트리)' 사족보행 로봇과 자사 솔루션 'CoBiz(코비즈)' 기반 통합 관제 플랫폼을 적용, △다중 로봇 원격 제어 △실시간 영상·센서 모니터링 △자율 순찰 시나리오 △자동 충전 도킹 기능 등을 포함한 무인순찰 시스템을 구현했다.  실증 과정에서는 △실내 SLAM(동시적 위치 추정 및 지도 작성) 기반 자율주행 △실외 경로 기반 순찰 △열화상·PTZ(팬·틸트·줌) 카메라 기반 이상 상황 감지 △다중 로봇 동시 관제 △작업 예약 및 이력 관리 기능 등을 검증했다. 최종 검수에서 주요 성능·기능이 요구사항을 충족하며 공식 인수 절차도 마무리됐다.  팀그릿 관계자는 ""이번 아산시 스마트시티 무인순찰로봇 구축은 로봇 기반 도시 안전 서비스가 실증 단계를 넘어 실제 운영 가능한 수준임을 보여준 사례""라며 ""관제 소프트웨어와 운영 시나리오, 교육 체계까지 포함한 통합 서비스 모델을 완성했다""고 말했다.  호서대학교는 팀그릿과 함께 △로봇 무인순찰 서비스 운영을 위한 교육·운영 인증 체계 구축 △실증 데이터 기반 연구 협력 △지자체·공공기관 확산 모델 발굴 등에 협력하기로 했다. 양측은 이번 협약으로 로봇 무인순찰 서비스의 표준 운영 모델과 사업화 기반을 마련한다는 방침이다.  팀그릿에 따르면 아산시는 본 사업을 통해 스마트시티 내 지능형 안전 관리 체계를 고도화하고 캠퍼스·공공시설·산업단지 등으로 무인순찰로봇 적용 범위를 확대할 수 있는 기반을 확보했다.  팀그릿은 이번 사례를 토대로 지자체·공공기관 대상 로봇 무인순찰 서비스 상용화 및 교육·운영 인증 프로그램, 로봇 관제 데이터 기반 AI 서비스 등으로 사업을 확장할 계획이다.",자동차
"미국 완성차 제조사 포드와 LG에너지솔루션 사이 대형 공급계약이 무산되며 2차전지 업종에 대한 투자심리가 빠르게 식고 있다. 최근 국내 증시에서도 2차전지주를 중심으로 공매도 잔고금액이 늘어난 것으로 나타나 시장에서는 ESS(에너지저장장치) 수요 기대감에 힘입어 반등세를 보였던 주가가 되돌림 국면에 접어들 수 있다는 우려가 나온다.  18일 거래소에 따르면 지난 15일 기준 2차전지 소재회사 사업을 영위하는 포스코퓨처엠 공매도 순보유 잔고금액은 5910억원으로 한미반도체(7095억원) 뒤를 이어 유가증권시장에서 두번째로 많았다. 지난달 초 포스코퓨처엠 공매도 순보유 잔고금액은 4517억원으로 한달 사이 31% 가량 증가했다.  유가증권시장에서 포스코퓨처엠의 뒤를 이어 공매도 순보유 잔고금액이 많은 종목은 2차전지 완제품 제조사 삼성SDI로 나타났다. 삼성SDI 공매도 순보유 잔고금액은 지난달 초 4904억원에서 4% 늘어난 5119억원으로 집계됐다.  코스닥 시장에서도 공매도 순보유 잔고금액이 가장 높았던 에코프로는 공매도 순보유 잔고금액이 같은 기간 6508억원에서 6% 늘어난 6870억원으로 증가했고 두번째로 높았던 에코프로비엠도 5159억원에서 5708억원으로 11% 늘었다.  국내 증시가 본격적으로 상승하기 시작한 올해 상반기에도 부진한 모습을 보이던 2차전지 업종은 지난 10월을 기점으로 반등세를 보였다. 글로벌 빅테크들이 AI(인공지능) 투자를 확대하며 데이터센터와 전력기기 수요가 늘었고 이에 따라 ESS(에너지저장장치) 수요 확대 기대가 주가 반등 배경으로 작용했다.  포스코퓨처엠은 지난 10월27일 장중 26만원까지 오르며 주가가 5개월만에 172% 상승했다. 삼성SDI도 지난달 4일 장중 35만4500원까지 오르며 같은 기간 주가 상승률이 124%로 집계됐고 에코프로도 지난 10일 장중 12만1600원까지 오르며 지난 5월 대비 주가가 222% 증가했다.  다만 증권가에서는 2차전지 업종의 반등을 두고 그간 업황이 우호적으로 전환되며 나타난 구조적 반등이라기 보다 그간 소외된 업종에 대한 순환매 성격이 강하다는 분석을 내놓은 바 있다.  전기차 시장은 여전히 녹록지 않은 상황이다. 지난 9월30일 미국 IRA(인플레이션감축법)가 종료되며 전기차 구매 시 최대 7000달러 상당 보조금을 제공하던 혜택이 사라졌다. 미국 시장에서 전기차 수요도 둔화하는 모습이다.  NADA(미국 전국자동차딜러협회)에 따르면 지난달 전기차는 신차 판매의 5.1%를 차지해 9월(11.3%) 대비 비중이 크게 낮아졌다.  이 가운데 전날 LG에너지솔루션이 포드로부터 지난해 체결했던 9조6030억원 규모 공급계약 해지를 통보받았다고 공시했다. 이날 삼성증권은 계약 해지 영향을 반영해 LG에너지솔루션 목표주가를 55만원에서 48만원으로 하향하고 투자의견은 중립을 유지했다.  한 금융투자업계 관계자는 ""공급계약 해지 규모가 적지 않은데다 2차전지 업체들 이익에서 전기차 부문이 차지하는 비중이 상당하다는 점을 고려하면 투심 악화로 이어질 가능성이 있다""며 ""보조금이 사라져 미국 시장에서 내년에도 전기차 수요 둔화가 이어질 것으로 예상하는 만큼 2차전지 업체들 수익성 압박은 당분간 지속될 것""이라고 말했다.",자동차
